feature,importance_mean,importance_std
hold_1226_foot,0.0,0.0
hold_1201_foot,0.0,0.0
hold_1213_foot,0.0,0.0
hold_4737_finish,0.0,0.0
hold_1587_hand,0.0,0.0
hold_1497_start,0.0,0.0
hold_1544_hand,0.0,0.0
hold_1171_start,0.0,0.0
hold_1099_foot,0.0,0.0
hold_4827_foot,0.0,0.0
hold_1378_hand,0.0,0.0
hold_1513_hand,0.0,0.0
hold_1306_finish,0.0,0.0
hold_1100_start,0.0,0.0
hold_1504_start,0.0,0.0
hold_1366_hand,0.0,0.0
hold_1120_start,0.0,0.0
hold_1104_start,0.0,0.0
hold_1244_foot,0.0,0.0
hold_1295_hand,0.0,0.0
hold_1238_start,0.0,0.0
hold_1185_foot,0.0,0.0
hold_1199_start,0.0,0.0
hold_1102_start,0.0,0.0
hold_1594_hand,0.0,0.0
hold_1463_foot,0.0,0.0
hold_1367_finish,0.0,0.0
hold_1472_foot,0.0,0.0
hold_1118_start,0.0,0.0
hold_1595_hand,0.0,0.0
hold_1251_foot,0.0,0.0
hold_1245_start,0.0,0.0
hold_1228_start,0.0,0.0
hold_1304_foot,0.0,0.0
hold_4794_finish,0.0,0.0
hold_1208_start,0.0,0.0
hold_1221_foot,0.0,0.0
hold_1363_finish,0.0,0.0
hold_1165_foot,0.0,0.0
hold_1371_finish,0.0,0.0
hold_1365_hand,0.0,0.0
hold_1259_hand,0.0,0.0
hold_1309_hand,0.0,0.0
hold_1281_foot,0.0,0.0
hold_1580_hand,0.0,0.0
hold_1300_foot,0.0,0.0
hold_1260_start,0.0,0.0
hold_1119_start,0.0,0.0
hold_1242_start,0.0,0.0
hold_1239_start,0.0,0.0
hold_1244_hand,0.0,0.0
hold_1512_foot,0.0,0.0
hold_1501_foot,0.0,0.0
hold_1475_foot,0.0,0.0
hold_1346_hand,0.0,0.0
hold_1241_hand,0.0,0.0
hold_1186_start,0.0,0.0
hold_1130_start,0.0,0.0
hold_1103_foot,0.0,0.0
hold_1498_foot,0.0,0.0
hold_1351_finish,0.0,0.0
hold_1120_foot,0.0,0.0
hold_1073_foot,0.0,0.0
hold_1343_hand,0.0,0.0
hold_1320_foot,0.0,0.0
hold_1297_foot,0.0,0.0
hold_1285_foot,0.0,0.0
hold_1256_hand,0.0,0.0
hold_1539_foot,0.0,0.0
hold_1164_start,0.0,0.0
hold_1469_foot,0.0,0.0
hold_1178_start,0.0,0.0
hold_1240_start,0.0,0.0
hold_1235_start,0.0,0.0
hold_1494_foot,0.0,0.0
hold_1144_foot,0.0,0.0
hold_1265_foot,0.0,0.0
hold_1257_foot,0.0,0.0
hold_1252_foot,0.0,0.0
hold_1134_start,0.0,0.0
hold_1554_foot,0.0,0.0
hold_1231_foot,0.0,0.0
hold_1165_hand,0.0,0.0
hold_4686_start,0.0,0.0
hold_4756_finish,0.0,0.0
hold_1176_foot,0.0,0.0
hold_1260_foot,0.0,0.0
hold_4805_foot,0.0,0.0
hold_1191_hand,0.0,0.0
hold_1502_start,0.0,0.0
hold_1486_foot,0.0,0.0
hold_1359_hand,0.0,0.0
hold_1247_start,0.0,0.0
hold_1263_foot,0.0,0.0
hold_1366_finish,0.0,0.0
hold_1099_start,0.0,0.0
hold_1514_hand,0.0,0.0
